id;name;japaneseTitle;romaji;coverUrl;platforms;genre;japanExclusive;releaseDate;developer;publisher;difficulty;textComplexity;description;reason
122;Super Nichibutsu Mahjong 4;スーパー日本物産麻雀4;Sūpā Nichibutsu Mājan 4;placeholder_url;Super Nintendo;Board Game;True;27-09-1996;Nichibutsu;Nichibutsu;not-recommended;complex;Mahjong game;Complex mahjong rules with Japanese text.
123;Jungle no Ouja Tar-chan;ジャングルの王者ターちゃん;Janguru no Ōja Tā-chan;placeholder_url;Super Nintendo;Fighting;True;18-09-1994;Kuusoukagaku;Bandai;playable;simple;Manga-based fighting game;Combat-focused gameplay with minimal text needed.
124;Super Gachapon World: SD Gundam X;スーパーガチャポンワールド SDガンダムX;Sūpā Gachapon Wārudo SD Gandamu X;placeholder_url;Super Nintendo;Action;True;18-09-1992;BEC;Yutaka;caution;simple;Gundam action game;Some menu navigation in Japanese but playable gameplay.
125;Kachou Kousaku Shima;課長 工作島;Kachō Kōsaku Shima;placeholder_url;Super Nintendo;Adventure;True;17-09-1993;Tom Create;Yutaka;not-recommended;complex;Business simulation;Heavy text-based gameplay requiring Japanese knowledge.
126;NFL Football;NFLフットボール;NFL Futtobōru;placeholder_url;Super Nintendo;Sports;False;17-09-1993;Park Place Productions;Konami;playable;simple;American football game;Sports game with intuitive controls.
127;Jissen Pachi-Slot Hisshouhou! 2;実戦パチスロ必勝法!2;Jissen Pachi-Surotto Hisshōhō! 2;placeholder_url;Super Nintendo;Simulation;True;16-09-1994;Unknown;Sammy Corporation;not-recommended;complex;Pachinko slot simulation;Complex game mechanics requiring Japanese knowledge.
128;Leading Jockey;リーディングジョッキー;Rīdingu Jokkī;placeholder_url;Super Nintendo;Sports;True;16-09-1994;Unknown;Carrozzeria;caution;simple;Horse racing game;Menu navigation in Japanese but gameplay is mostly visual.
129;Lester the Unlikely;レスター;Resutā;placeholder_url;Super Nintendo;Platform;False;16-09-1994;Visual Concepts;DTMC;playable;simple;Platform adventure;Simple platforming with minimal text needed.
130;Alice no Paint Adventure;アリスのペイントアドベンチャー;Arisu no Peinto Adobenchā;placeholder_url;Super Nintendo;Creation Tool;True;15-09-1995;Pop House;Epoch Co.;not-recommended;complex;Drawing game;Complex interface requiring Japanese knowledge.
131;Hisshou 777 Fighter III;必勝777ファイターIII;Hisshō 777 Faitā III;placeholder_url;Super Nintendo;Simulation;True;15-09-1995;Jorudan;VAP;not-recommended;complex;Gambling simulation;Complex mechanics requiring Japanese knowledge.
132;St. Andrews;セントアンドリュース;Sento Andoryūsu;placeholder_url;Super Nintendo;Sports;True;15-09-1995;Unknown;Epoch Co.;playable;simple;Golf simulation;Sports game with intuitive controls.
133;Super Tekkyuu Fight!;スーパー鉄球ファイト!;Sūpā Tekkyū Faito!;placeholder_url;Super Nintendo;Sports;True;15-09-1995;Metro;Banpresto;playable;simple;Ball sports game;Simple gameplay mechanics with minimal text.
134;Shanghai III;上海III;Shanhai III;placeholder_url;Super Nintendo;Puzzle;True;15-09-1994;Kuusoukagaku;Sunsoft;playable;simple;Mahjong solitaire;Visual puzzle game with minimal text needed.
135;Sparkster;スパークスター;Supākusutā;placeholder_url;Super Nintendo;Action;False;15-09-1994;Konami;Konami;playable;simple;Action platformer;Action-focused gameplay with minimal text needed.
136;Romance of the Three Kingdoms II;三國志II;Sangokushi II;placeholder_url;Super Nintendo;Strategy;False;15-09-1991;Koei;Koei;caution;complex;Historical strategy;Complex strategy but with English release available.
137;Clock Tower;クロックタワー;Kurokku Tawā;placeholder_url;Super Nintendo;Adventure;True;14-09-1995;Human Entertainment;Human Entertainment;not-recommended;complex;Horror adventure;Story-heavy game requiring Japanese knowledge.
138;Mario no Super Picross;マリオのスーパーピクロス;Mario no Sūpā Pikurosu;placeholder_url;Super Nintendo;Puzzle;True;14-09-1995;Jupiter;Nintendo;playable;simple;Picture puzzle game;Visual puzzle mechanics with minimal text needed.
139;Higashio Osamu Kanshuu Super Pro Yakyuu Stadium;東尾修監修スーパープロ野球スタジアム;Higashio Osamu Kanshū Sūpā Puro Yakyū Sutajiamu;placeholder_url;Super Nintendo;Sports;True;30-09-1993;C-Lab;Tokuma Shoten;caution;simple;Baseball simulation;Menu navigation in Japanese but gameplay is visual.
140;True Golf Classics: Waialae;ニュー3Dゴルフシミュレーション ワイアラエの奇跡;Nyū 3D Gorufu Shimyurēshon Waiarae no Kiseki;placeholder_url;Super Nintendo;Sports;False;18-09-1992;T&E Soft;T&E Soft;playable;simple;Golf simulation;Sports game with intuitive controls.
141;Bishōjo Senshi Sailor Moon: Another Story;美少女戦士セーラームーン;Bishōjo Senshi Sērā Mūn;placeholder_url;Super Nintendo;RPG;True;22-09-1995;Arc System Works;Angel;not-recommended;complex;RPG based on Sailor Moon;Story-heavy RPG requiring Japanese knowledge.
142;Sakurai Shouichi no Jankiryuu: Mahjong Hisshouhou;桜井章一の雀鬼流 麻雀必勝法;Sakurai Shōichi no Jankiryū Mājan Hisshōhō;placeholder_url;Super Nintendo;Board Game;True;14-09-1995;J-Force;Sammy Corporation;not-recommended;complex;Mahjong strategy game;Complex mahjong rules and strategies requiring Japanese knowledge.
143;Shin Nippon Pro Wrestling: Chou Senshi in Tokyo Dome;新日本プロレスリング 超戦士 in 東京ドーム;Shin Nippon Puroresuringu: Chō Senshi in Tōkyō Dōmu;placeholder_url;Super Nintendo;Sports;True;14-09-1993;Unknown;Varie;playable;simple;Wrestling game;Action-based gameplay with minimal text needed.
144;Jikkyou Power Pro Wrestling '96: Max Voltage;実況パワープロレスリング'96マックスボルテージ;Jikkyō Pawā Puroresuringu '96 Makkusu Borutēji;placeholder_url;Super Nintendo;Sports;True;13-09-1996;Diamond Head;Konami;playable;simple;Wrestling simulation;Intuitive controls with minimal text requirements.
145;Pebble Beach no Hatou New: Tournament Edition;ペブルビーチの波濤 ニュートーナメントエディション;Peburu Bīchi no Hatō Nyū Tōnamento Edishon;placeholder_url;Super Nintendo;Sports;True;13-09-1996;T&E Soft;T&E Soft;caution;simple;Golf simulation;Menu navigation in Japanese but gameplay is visual.
146;Smart Ball;スマートボール;Sumāto Bōru;placeholder_url;Super Nintendo;Platform;False;13-09-1991;Game Freak;Sony Imagesoft;playable;simple;Platform game;Simple platforming with minimal text needed.
147;Jissen Pachi-Slot Hisshouhou! Twin Vol. 2;実戦パチスロ必勝法! ツイン Vol.2;Jissen Pachi-Surotto Hisshōhō! Tsuin Vol.2;placeholder_url;Super Nintendo;Simulation;True;12-09-1997;Tose;Sammy Corporation;not-recommended;complex;Pachinko slot simulation;Complex gambling mechanics requiring Japanese knowledge.
148;SD Kidou Senshi Gundam: V Sakusen Shidou;SDガンダム Vサクセン支度;SD Kidō Senshi Gandamu: V Sakusen Shidō;placeholder_url;Super Nintendo;Strategy;True;12-09-1992;Tose;Angel;not-recommended;complex;Gundam strategy game;Complex mechanics with heavy Japanese text.
149;Super Mahjong Taikai;スーパー麻雀大会;Sūpā Mājan Taikai;placeholder_url;Super Nintendo;Board Game;True;12-09-1992;Unknown;Koei;not-recommended;complex;Mahjong game;Requires understanding of mahjong rules and Japanese text.
150;Acrobat Mission;アクロバットミッション;Akurobatto Misshon;placeholder_url;Super Nintendo;Shoot 'em up;True;11-09-1992;Micronics;Techiku;playable;simple;Shooting game;Action-focused gameplay with minimal text needed.
151;Axelay;アクスレイ;Akusurei;placeholder_url;Super Nintendo;Shoot 'em up;False;11-09-1992;Konami;Konami;playable;simple;Sci-fi shooter;Visual-based shooting gameplay with minimal text.
152;Final Fantasy Mystic Quest;ファイナルファンタジー USA ミスティッククエスト;Fainaru Fantajī USA Misutikku Kuesuto;placeholder_url;Super Nintendo;RPG;False;10-09-1993;Square;Square;playable;simple;Simplified RPG;Designed for beginners with streamlined mechanics and English release.
153;Thunderbirds: Kokusai Kyuujotai Juudou Seyo!;サンダーバード;Sandābādo;placeholder_url;Super Nintendo;Action;True;10-09-1993;Nova Games;Cobra Team;caution;simple;Action adventure game;Some Japanese menus but mostly action-based gameplay.
154;Vegas Stakes;ラスベガスドリーム;Rasubegasu Dorīmu;placeholder_url;Super Nintendo;Simulation;False;10-09-1993;HAL Laboratory;Nintendo;playable;simple;Casino game;Intuitive gambling mechanics with minimal text needed.
155;Winning Post;ウイニングポスト;Uiningu Posuto;placeholder_url;Super Nintendo;Simulation;True;10-09-1993;Koei;Koei;not-recommended;complex;Horse racing simulation;Complex management systems requiring Japanese knowledge.
156;Derby Stallion '98;ダービースタリオン'98;Dābī Sutarion '98;placeholder_url;Super Nintendo;Simulation;True;01-09-1998;ParityBit;Nintendo;not-recommended;complex;Horse breeding simulation;Detailed management system requiring Japanese knowledge.
157;Kakinoki Shougi;柿木将棋;Kakinoki Shōgi;placeholder_url;Super Nintendo;Board Game;True;01-09-1995;SAS Sakata;ASCII Entertainment;not-recommended;complex;Shogi game;Traditional Japanese chess requiring language knowledge.
158;Lord Monarch;ロードモナーク;Rōdo Monāku;placeholder_url;Super Nintendo;Strategy;True;09-10-1992;AIM;Epoch Co.;not-recommended;complex;Strategy simulation;Complex gameplay systems requiring Japanese knowledge.
159;The Lost Vikings;バイキングの大迷惑;Baikingu no Daimeiwaku;placeholder_url;Super Nintendo;Puzzle;False;08-10-1993;Silicon & Synapse;Interplay;playable;simple;Puzzle platformer;Intuitive gameplay with minimal text needed.
160;Super Kyousouba: Kaze no Sylphid;スーパー競走馬 風のシルフィード;Sūpā Kyōsōba Kaze no Shirufīdo;placeholder_url;Super Nintendo;Racing;True;08-10-1993;Unknown;King Records;caution;simple;Horse racing game;Menu navigation in Japanese but racing is visual.
161;Civilization;シヴィライゼーション;Shiviraisēshon;placeholder_url;Super Nintendo;Strategy;False;07-10-1994;Microprose;Koei;caution;complex;Strategy simulation;Complex mechanics but with English release available.
162;Mr. Nutz;ミスターナッツ;Misutā Nattsu;placeholder_url;Super Nintendo;Platform;False;07-10-1994;Ocean Software;Ocean Software;playable;simple;Platform game;Simple platforming with minimal text needed.
163;Nosferatu;ノスフェラトゥ;Nosuferatu;placeholder_url;Super Nintendo;Action;False;07-10-1994;SETA;SETA;playable;simple;Action platformer;Visual-based gameplay with minimal text requirements.
164;Gekitou Burning Pro Wrestling;激闘バーニングプロレスリング;Gekitō Bāningu Puroresuringu;placeholder_url;Super Nintendo;Sports;True;06-10-1995;Ukiyotei;Bullet-Proof Software;playable;simple;Wrestling game;Action-focused gameplay with minimal text needed.
165;Shinseiki Odysselya II;新世紀オデッセリアII;Shinseiki Odeseria II;placeholder_url;Super Nintendo;RPG;True;06-10-1995;Vic Tokai;Vic Tokai;not-recommended;complex;Sci-fi RPG;Story-heavy game requiring Japanese knowledge.
166;Supapoon;スパプーン;Supapūn;placeholder_url;Super Nintendo;Puzzle;True;06-10-1995;Now Production;Yutaka;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text.
167;Tactics Ogre: Let Us Cling Together;タクティクスオウガ;Takutikusu Ōga;placeholder_url;Super Nintendo;Strategy;True;06-10-1995;Quest Corporation;Quest Corporation;not-recommended;complex;Tactical RPG;Complex strategy game with heavy story elements in Japanese.
168;Winning Post 2: Program '96;ウイニングポスト2 プログラム'96;Uiningu Posuto 2 Puroguramu '96;placeholder_url;Super Nintendo;Simulation;True;05-10-1996;Koei;Koei;not-recommended;complex;Horse racing simulation;Complex management systems requiring Japanese knowledge.
169;Super Ghouls 'n Ghosts;超魔界村;Chō Makaimura;placeholder_url;Super Nintendo;Action;False;04-10-1991;Capcom;Capcom;playable;simple;Action platformer;Classic action gameplay with minimal text needed.
170;Super Castlevania IV;悪魔城ドラキュラ;Akumajō Dorakyura;placeholder_url;Super Nintendo;Action;False;31-10-1991;Konami;Konami;playable;simple;Action platformer;Action-focused gameplay with minimal text required.
171;Cyber Knight;サイバーナイト;Saibā Naito;placeholder_url;Super Nintendo;RPG;True;30-10-1992;Advance Communication Company;Tonkin House;not-recommended;complex;Sci-fi RPG;Complex story and systems requiring Japanese knowledge.
172;Shin Megami Tensei;真・女神転生;Shin Megami Tensei;placeholder_url;Super Nintendo;RPG;True;30-10-1992;Atlus;Atlus;not-recommended;complex;Dark fantasy RPG;Complex RPG with heavy Japanese text and menu systems.
173;ActRaiser 2;アクトレイザー2 沈黙への聖戦;Akutoreizā 2: Chinmoku e no Seisen;placeholder_url;Super Nintendo;Action;False;29-10-1993;Quintet;Enix;playable;simple;Action platformer;Action-focused gameplay with minimal text needed.
174;Art of Fighting;龍虎の拳;Ryūko no Ken;placeholder_url;Super Nintendo;Fighting;False;29-10-1993;Monolith Corporation;Takara;playable;simple;Fighting game;Combat-focused with minimal text required.
175;Classic Road;クラシックロード;Kurashikku Rōdo;placeholder_url;Super Nintendo;Racing;True;29-10-1993;Opera House;Victor Interactive Software;playable;simple;Racing game;Visual-based racing gameplay with minimal text.
176;Hatayama Hatch no Pro Yakyuu News!;畑山ハッチのプロ野球ニュース!;Hatayama Hatchi no Puro Yakyū Nyūsu!;placeholder_url;Super Nintendo;Sports;True;29-10-1993;Agenda;Epoch Co.;not-recommended;complex;Baseball management;Complex sports management requiring Japanese knowledge.
177;Jimmy Connors Pro Tennis Tour;ジミーコナーズのプロテニスツアー;Jimī Konāzu no Puro Tenisu Tsuā;placeholder_url;Super Nintendo;Sports;False;29-10-1993;Blue Byte;Ubisoft;playable;simple;Tennis game;Sports gameplay with minimal text needed.
178;Shougi: Fuurinkazan;将棋 風林火山;Shōgi: Fūrinkazan;placeholder_url;Super Nintendo;Board Game;True;29-10-1993;Unknown;Pony Canyon;not-recommended;complex;Shogi game;Traditional Japanese chess requiring language knowledge.
179;Soukou Kihei Votoms;装甲騎兵ボトムズ;Sōkō Kihei Botomuzu;placeholder_url;Super Nintendo;Action;True;29-10-1993;Genki;Takara;caution;simple;Mecha action game;Some menu navigation in Japanese but mostly action-based.
180;Super Chinese World 2;スーパーチャイニーズワールド2;Sūpā Chainīzu Wārudo 2;placeholder_url;Super Nintendo;Action;True;29-10-1993;Unknown;Culture Brain;playable;simple;Action RPG;Combat-focused gameplay with minimal text needed.
181;Macross: Scrambled Valkyrie;超時空要塞マクロス;Chōjikū Yōsai Makurosu;placeholder_url;Super Nintendo;Shoot 'em up;True;29-10-1993;Winkysoft;Zamuse;playable;simple;Shooting game;Action-focused gameplay with minimal text required.
182;Super Nichibutsu Mahjong 2;スーパー日本物産麻雀2;Sūpā Nichibutsu Mājan 2;placeholder_url;Super Nintendo;Board Game;True;29-10-1993;Unknown;Nichibutsu;not-recommended;complex;Mahjong game;Complex mahjong rules requiring Japanese knowledge.
183;Utopia: The Creation of a Nation;ユートピア;Yūtopia;placeholder_url;Super Nintendo;Strategy;False;29-10-1993;Jaleco;Jaleco;caution;complex;Strategy simulation;Complex mechanics but with English release available.
184;Cosmo Gang the Video;コスモギャング・ザ・ビデオ;Kosumo Gyangu za Bideo;placeholder_url;Super Nintendo;Action;True;29-10-1992;Namco;Namco;playable;simple;Action arcade game;Visual-based gameplay with minimal text needed.
185;Bakuto Dochers;バクトドーチャーズ;Bakuto Dōchāzu;placeholder_url;Super Nintendo;Action;True;28-10-1994;Genki;Bullet-Proof Software;playable;simple;Action game;Combat-focused gameplay with minimal text needed.
186;Dear Boys;ディアボーイズ;Dia Bōizu;placeholder_url;Super Nintendo;Sports;True;28-10-1994;Kan's;Yutaka;not-recommended;complex;Basketball story game;Story-heavy sports game requiring Japanese knowledge.
